code,ts,price,open,high,low,volume
4123,2026-09-25 10:29:41,30.950000762939453,31.200000762939453,31.450000762939453,30.75,1011173
3346,2026-09-25 10:29:41,23.600000381469727,23.450000762939453,23.850000381469727,23.299999237060547,490947
6881,2026-09-25 10:29:41,214,214,214,214,0
3296,2026-09-25 10:29:41,27.950000762939453,27.899999618530273,28,27.799999237060547,34896
6690,2026-09-25 10:29:41,179,180,181,177.5,99999
6148,2026-09-25 10:29:41,39.20000076293945,38.599998474121094,41.04999923706055,38.599998474121094,6145364
6689,2026-09-25 10:29:41,63.900001525878906,64.5999984741211,66.5,63.900001525878906,457173
1558,2026-09-25 10:29:41,112,112,112.5,111.5,33136
1528,2026-09-25 10:29:41,25.450000762939453,25.450000762939453,26.799999237060547,25.100000381469727,6916500
2444,2026-09-25 10:29:41,14.800000190734863,14.5,15.149999618530273,14.399999618530273,1808087
2428,2026-09-25 10:29:41,255,252,257.5,251,406759
6870,2026-09-25 10:29:41,336.5,336.5,340,318,201130
6706,2026-09-25 10:29:41,143,143.5,146,142.5,1807416
6925,2026-09-25 10:29:41,68.19999694824219,62.599998474121094,68.19999694824219,62.599998474121094,1319163
6909,2026-09-25 10:29:41,41.5,41.400001525878906,41.5,40.900001525878906,158616
3311,2026-09-25 10:29:41,38.04999923706055,36.900001525878906,38.650001525878906,36.650001525878906,831952
5212,2026-09-25 10:29:41,48,48,48,48,6077
5543,2026-09-25 10:29:41,27,28,28,27,1060
4138,2026-09-25 10:29:41,56.29999923706055,55.79999923706055,56.900001525878906,55.79999923706055,59607
2468,2026-09-25 10:29:41,46.25,46.5,47.70000076293945,45.79999923706055,1566190
4545,2026-09-25 10:29:41,33.099998474121094,32.650001525878906,33.29999923706055,32.650001525878906,74313
6142,2026-09-25 10:29:41,9.0600004196167,9.100000381469727,9.140000343322754,9.050000190734863,237752
6112,2026-09-25 10:29:41,47.70000076293945,48.20000076293945,49.150001525878906,47.70000076293945,1926869
6150,2026-09-25 10:29:41,60.900001525878906,60.900001525878906,61.400001525878906,60.900001525878906,60049
1474,2026-09-25 10:29:41,10,10,10.050000190734863,9.920000076293945,26648
6605,2026-09-25 10:29:41,138.5,139.5,139.5,138,85995
2208,2026-09-25 10:29:41,19.399999618530273,19.600000381469727,19.600000381469727,19.25,1454525
4585,2026-09-25 10:29:41,293,292,295,292,58334
6225,2026-09-25 10:29:41,50.400001525878906,41.599998474121094,50.79999923706055,41.599998474121094,2150009
2426,2026-09-25 10:29:41,96.9000015258789,97.80000305175781,101,96.5,26337228
3234,2026-09-25 10:29:41,178,163,180,162,4074412
3006,2026-09-25 10:29:41,275,272,275.5,265.5,5806417
3374,2026-09-25 10:29:41,449,462.5,464.5,442,13327670
3229,2026-09-25 10:29:41,56.400001525878906,57.099998474121094,58.5,55.70000076293945,1264540
6141,2026-09-25 10:29:41,51.79999923706055,51.70000076293945,52.70000076293945,50.79999923706055,1630606
2221,2026-09-25 10:29:41,164,158,164.5,158,1402515
2454,2026-09-25 10:29:41,5285,5105,5360,5105,6794397
5321,2026-09-25 10:29:41,69.69999694824219,72.9000015258789,72.9000015258789,69.5999984741211,149367
6426,2026-09-25 10:29:41,389,412,412,380,4204250
3498,2026-09-25 10:29:41,214,198,215,197,2966963
4908,2026-09-25 10:29:41,210,209,213,205,2424576
6933,2026-09-25 10:29:41,385,367.5,385,355,5577477
3653,2026-09-25 10:29:41,6920,6560,6920,6215,2437256
6924,2026-09-25 10:29:41,134,133.5,136.5,130,17242
2883,2026-09-25 10:29:41,38.95000076293945,38.900001525878906,39.25,38.650001525878906,17718910
2395,2026-09-25 10:29:41,722,703,728,702,2523974
2033,2026-09-25 10:29:41,36.79999923706055,37.650001525878906,38.29999923706055,35.5,2812504
6505,2026-09-25 10:29:41,87.19999694824219,88,88.69999694824219,87,9334288
6461,2026-09-25 10:29:41,23.799999237060547,24,24,23.399999618530273,36237
1560,2026-09-25 10:30:41,971,950,975,945,1846360
2069,2026-09-25 10:30:41,25.700000762939453,24.649999618530273,26.100000381469727,24.5,1930580
2886,2026-09-25 10:30:41,49.599998474121094,49.400001525878906,49.849998474121094,49.349998474121094,6551878
3029,2026-09-25 10:30:41,120,119,122,118.5,1753278
2530,2026-09-25 10:30:41,20.149999618530273,20.100000381469727,20.350000381469727,20,230528
2890,2026-09-25 10:30:41,45.150001525878906,44.54999923706055,45.400001525878906,44.54999923706055,8198596
4967,2026-09-25 10:30:41,272.5,271,273,268,1012328
2637,2026-09-25 10:30:41,100.5,100,101,98.5999984741211,1625641
3441,2026-09-25 10:30:41,181,176,181,175,522181
1569,2026-09-25 10:30:41,64.69999694824219,63.79999923706055,68,62.599998474121094,7199868
6885,2026-09-25 10:30:41,31.149999618530273,30.149999618530273,31.700000762939453,29.899999618530273,1180896
3532,2026-09-25 10:30:41,452.5,445,453,437,4181564
1709,2026-09-25 10:30:41,43.5,45.849998474121094,46.45000076293945,43.5,43952629
2897,2026-09-25 10:30:41,11.050000190734863,11.149999618530273,11.149999618530273,11,2528995
0055,2026-09-25 10:30:41,49.540000915527344,49.86000061035156,49.86000061035156,49.400001525878906,570120
2905,2026-09-25 10:30:41,18.299999237060547,18.75,18.75,18.299999237060547,1075649
5340,2026-09-25 10:30:41,81.30000305175781,81,82,81,666761
3406,2026-09-25 10:30:41,901,901,911,885,2626803
6224,2026-09-25 10:30:41,82.19999694824219,81.5999984741211,84.5999984741211,81.19999694824219,791113
6133,2026-09-25 10:30:41,25.950000762939453,26,26.75,25.899999618530273,2133016
6416,2026-09-25 10:30:41,116.5,116,117,115,237980
8996,2026-09-25 10:30:41,1530,1555,1560,1480,2585133
4576,2026-09-25 10:30:41,225,223.5,225,219,730837
2889,2026-09-25 10:30:41,16.549999237060547,16.850000381469727,16.850000381469727,16.5,9069322
2887,2026-09-25 10:30:41,42.5,42.54999923706055,43,42.29999923706055,17382024
3044,2026-09-25 10:30:41,538,537,543,533,1180313
2617,2026-09-25 10:30:41,32.79999923706055,32.75,33,32.54999923706055,522495
1609,2026-09-25 10:30:41,37.849998474121094,38,38,37.400001525878906,1508576
2351,2026-09-25 10:30:41,219.5,224,227,217,4900732
0056,2026-09-25 10:30:41,56.650001525878906,56.349998474121094,56.650001525878906,56,20950801
6168,2026-09-25 10:30:41,44,41.5,44,41.099998474121094,6868599
0050,2026-09-25 10:30:41,112.4000015258789,112,112.44999694824219,111.75,66748067
3354,2026-09-25 10:30:41,30,28.049999237060547,30.149999618530273,28,1946867
3491,2026-09-25 10:30:41,1555,1545,1565,1520,816541
2845,2026-09-25 10:30:41,13.300000190734863,13.350000381469727,13.350000381469727,13.25,3885837
6214,2026-09-25 10:30:41,190.5,190,191.5,189,2387625
2612,2026-09-25 10:30:41,62.20000076293945,62,62.79999923706055,61.400001525878906,209996
1712,2026-09-25 10:30:41,39.849998474121094,39.95000076293945,40.099998474121094,39.849998474121094,294706
6173,2026-09-25 10:30:41,306.5,303,314,300.5,10501148
1303,2026-09-25 10:30:41,238,225.5,238.5,223,63434228
1612,2026-09-25 10:30:41,35.04999923706055,34.900001525878906,35.150001525878906,34.75,339497
3443,2026-09-25 10:30:41,8525,8300,8545,8205,1302023
4939,2026-09-25 10:30:41,73.69999694824219,74.69999694824219,75.9000015258789,71.30000305175781,3786490
4743,2026-09-25 10:30:41,44.75,45,45.04999923706055,44.29999923706055,540966
6139,2026-09-25 10:30:41,753,733,755,725,3118143
2404,2026-09-25 10:30:41,1285,1255,1285,1205,2349171
3707,2026-09-25 10:30:41,72.80000305175781,69.30000305175781,74.4000015258789,68.9000015258789,31176162
3413,2026-09-25 10:30:41,288,286,288.5,284,446758
4128,2026-09-25 10:30:41,14.850000381469727,14.949999809265137,14.949999809265137,14.649999618530273,550980
5534,2026-09-25 10:30:41,73.9000015258789,74.30000305175781,74.30000305175781,73.80000305175781,228854
6919,2026-09-25 10:30:41,80.0999984741211,80.9000015258789,82,79.80000305175781,3685969
4534,2026-09-25 10:30:41,31.600000381469727,31.600000381469727,32.400001525878906,30.450000762939453,473818
4973,2026-09-25 10:30:41,134,134,135,132.5,462296
3209,2026-09-25 10:30:41,45.79999923706055,45.599998474121094,45.849998474121094,45.29999923706055,428153
2401,2026-09-25 10:30:41,25.549999237060547,25.600000381469727,25.700000762939453,25.399999618530273,1190631
4746,2026-09-25 10:30:41,48.04999923706055,48.900001525878906,48.900001525878906,47.5,611862
2406,2026-09-25 10:30:41,30.5,30.299999237060547,31.5,30.299999237060547,8924596
3293,2026-09-25 10:30:41,761,734,774,734,5232393
2014,2026-09-25 10:30:41,16.899999618530273,16.600000381469727,16.899999618530273,16.299999237060547,3729205
3059,2026-09-25 10:30:41,37.849998474121094,37.95000076293945,38.099998474121094,37.70000076293945,626885
4532,2026-09-25 10:30:41,25.200000762939453,25,25.200000762939453,24.899999618530273,699933
1216,2026-09-25 10:30:41,74.5,74.80000305175781,75,74.4000015258789,3637292
2105,2026-09-25 10:30:41,30.100000381469727,30.049999237060547,30.25,30.049999237060547,1618175
2501,2026-09-25 10:30:41,21.100000381469727,21.200000762939453,21.200000762939453,20.899999618530273,1633060
6174,2026-09-25 10:30:41,44.95000076293945,44.25,45.54999923706055,43.70000076293945,481055
2345,2026-09-25 10:30:41,1895,1880,1905,1855,2295750
3675,2026-09-25 10:30:41,335,332,335,320.5,3180549
4989,2026-09-25 10:30:41,59.400001525878906,60.400001525878906,60.400001525878906,58.900001525878906,1827684
5471,2026-09-25 10:30:41,51.70000076293945,51.599998474121094,51.79999923706055,50.79999923706055,712273
2302,2026-09-25 10:30:41,46.04999923706055,45.099998474121094,46.79999923706055,44.5,7833517
3357,2026-09-25 10:30:41,206,205.5,208,203,665141
6202,2026-09-25 10:30:41,58.20000076293945,58.20000076293945,58.900001525878906,58,813930
6186,2026-09-25 10:30:41,29,29.200000762939453,29.25,28.850000381469727,555650
1708,2026-09-25 10:30:41,52.29999923706055,50.099998474121094,53.099998474121094,50.099998474121094,7067587
6901,2026-09-25 10:30:41,15.699999809265137,15.850000381469727,15.850000381469727,15.350000381469727,1105947
1789,2026-09-25 10:30:41,18.600000381469727,18.899999618530273,18.899999618530273,18.549999237060547,260598
3596,2026-09-25 10:30:41,153.5,152,154.5,151.5,984739
8422,2026-09-25 10:30:41,25.549999237060547,25.649999618530273,25.649999618530273,25.5,3001264
7780,2026-09-25 10:30:41,16.049999237060547,16.149999618530273,16.149999618530273,16.049999237060547,458727
2106,2026-09-25 10:30:41,16.649999618530273,16.600000381469727,16.75,16.600000381469727,386065
4919,2026-09-25 10:30:41,136,132,138.5,130,13269588
2375,2026-09-25 10:30:41,117.5,117.5,120,117,1012213
5328,2026-09-25 10:30:41,52.5,52.20000076293945,53.29999923706055,51.79999923706055,2373194
1785,2026-09-25 10:30:41,95.80000305175781,96.5,96.5,95,2426923
6488,2026-09-25 10:30:41,948,944,960,930,8368786
2458,2026-09-25 10:30:41,137.5,129,138,128.5,2496933
6182,2026-09-25 10:30:41,120.5,116,123,114.5,88652258
8131,2026-09-25 10:30:41,61.400001525878906,61,61.400001525878906,60.5,1424929
6215,2026-09-25 10:30:41,96.80000305175781,97.80000305175781,98.69999694824219,96.5999984741211,335399
6175,2026-09-25 10:30:41,69.69999694824219,69.5,70.30000305175781,69.19999694824219,297461
5483,2026-09-25 10:30:41,188.5,184,188.5,181.5,17190150
1809,2026-09-25 10:30:41,45.349998474121094,42.349998474121094,45.349998474121094,42.29999923706055,6265805
3028,2026-09-25 10:30:41,62.5,62,63.20000076293945,61.5,740468
2425,2026-09-25 10:30:41,36.95000076293945,37.5,37.5,36.70000076293945,227269
6156,2026-09-25 10:30:41,21,20.799999237060547,21,20.649999618530273,186795
2539,2026-09-25 10:30:41,34.45000076293945,34.650001525878906,34.75,34.25,1073421
1616,2026-09-25 10:30:41,18.299999237060547,18.299999237060547,18.350000381469727,18.149999618530273,151172
1227,2026-09-25 10:30:41,28.149999618530273,28.25,28.299999237060547,28.100000381469727,537915
2605,2026-09-25 10:30:41,36.5,37.150001525878906,37.20000076293945,36.20000076293945,5796198
6285,2026-09-25 10:30:41,238,229,240.5,229,4755320
6120,2026-09-25 10:30:41,12.75,12.649999618530273,12.949999809265137,12.649999618530273,1550682
8070,2026-09-25 10:30:41,49.70000076293945,49.400001525878906,49.70000076293945,48.75,1485193
4123,2026-09-25 10:30:41,30.950000762939453,31.200000762939453,31.450000762939453,30.75,1011173
3346,2026-09-25 10:30:41,23.600000381469727,23.450000762939453,23.850000381469727,23.299999237060547,490947
6881,2026-09-25 10:30:41,214,214,214,214,0
3296,2026-09-25 10:30:41,27.950000762939453,27.899999618530273,28,27.799999237060547,34896
6690,2026-09-25 10:30:41,179,180,181,177.5,99999
6148,2026-09-25 10:30:41,39.20000076293945,38.599998474121094,41.04999923706055,38.599998474121094,6145364
6689,2026-09-25 10:30:41,63.900001525878906,64.5999984741211,66.5,63.900001525878906,457173
1558,2026-09-25 10:30:41,112,112,112.5,111.5,33136
1528,2026-09-25 10:30:41,25.450000762939453,25.450000762939453,26.799999237060547,25.100000381469727,6916500
2444,2026-09-25 10:30:41,14.800000190734863,14.5,15.149999618530273,14.399999618530273,1808087
2428,2026-09-25 10:30:41,255,252,257.5,251,406759
6870,2026-09-25 10:30:41,336.5,336.5,340,318,201130
6706,2026-09-25 10:30:41,143,143.5,146,142.5,1807416
6925,2026-09-25 10:30:41,68.19999694824219,62.599998474121094,68.19999694824219,62.599998474121094,1319163
6909,2026-09-25 10:30:41,41.5,41.400001525878906,41.5,40.900001525878906,158616
3311,2026-09-25 10:30:41,38.04999923706055,36.900001525878906,38.650001525878906,36.650001525878906,831952
5212,2026-09-25 10:30:41,48,48,48,48,6077
5543,2026-09-25 10:30:41,27,28,28,27,1060
4138,2026-09-25 10:30:41,56.29999923706055,55.79999923706055,56.900001525878906,55.79999923706055,59607
2468,2026-09-25 10:30:41,46.25,46.5,47.70000076293945,45.79999923706055,1566190
4545,2026-09-25 10:30:41,33.099998474121094,32.650001525878906,33.29999923706055,32.650001525878906,74313
6142,2026-09-25 10:30:41,9.0600004196167,9.100000381469727,9.140000343322754,9.050000190734863,237752
6112,2026-09-25 10:30:41,47.70000076293945,48.20000076293945,49.150001525878906,47.70000076293945,1926869
6150,2026-09-25 10:30:41,60.900001525878906,60.900001525878906,61.400001525878906,60.900001525878906,60049
1474,2026-09-25 10:30:41,10,10,10.050000190734863,9.920000076293945,26648
6605,2026-09-25 10:30:41,138.5,139.5,139.5,138,85995
2208,2026-09-25 10:30:41,19.399999618530273,19.600000381469727,19.600000381469727,19.25,1454525
4585,2026-09-25 10:30:41,293,292,295,292,58334
6225,2026-09-25 10:30:41,50.400001525878906,41.599998474121094,50.79999923706055,41.599998474121094,2150009
2426,2026-09-25 10:30:41,96.9000015258789,97.80000305175781,101,96.5,26337228
3234,2026-09-25 10:30:41,178,163,180,162,4074412
3006,2026-09-25 10:30:41,275,272,275.5,265.5,5806417
3374,2026-09-25 10:30:41,449,462.5,464.5,442,13327670
3229,2026-09-25 10:30:41,56.400001525878906,57.099998474121094,58.5,55.70000076293945,1264540
6141,2026-09-25 10:30:41,51.79999923706055,51.70000076293945,52.70000076293945,50.79999923706055,1630606
2221,2026-09-25 10:30:41,164,158,164.5,158,1402515
2454,2026-09-25 10:30:41,5285,5105,5360,5105,6794397
5321,2026-09-25 10:30:41,69.69999694824219,72.9000015258789,72.9000015258789,69.5999984741211,149367
6426,2026-09-25 10:30:41,389,412,412,380,4204250
3498,2026-09-25 10:30:41,214,198,215,197,2966963
4908,2026-09-25 10:30:41,210,209,213,205,2424576
6933,2026-09-25 10:30:41,385,367.5,385,355,5577477
3653,2026-09-25 10:30:41,6920,6560,6920,6215,2437256
6924,2026-09-25 10:30:41,134,133.5,136.5,130,17242
2883,2026-09-25 10:30:41,38.95000076293945,38.900001525878906,39.25,38.650001525878906,17718910
2395,2026-09-25 10:30:41,722,703,728,702,2523974
2033,2026-09-25 10:30:41,36.79999923706055,37.650001525878906,38.29999923706055,35.5,2812504
6505,2026-09-25 10:30:41,87.19999694824219,88,88.69999694824219,87,9334288
6461,2026-09-25 10:30:41,23.799999237060547,24,24,23.399999618530273,36237
1560,2026-09-25 10:31:41,971,950,975,945,1846360
2069,2026-09-25 10:31:41,25.700000762939453,24.649999618530273,26.100000381469727,24.5,1930580
2886,2026-09-25 10:31:41,49.599998474121094,49.400001525878906,49.849998474121094,49.349998474121094,6551878
3029,2026-09-25 10:31:41,120,119,122,118.5,1753278
2530,2026-09-25 10:31:41,20.149999618530273,20.100000381469727,20.350000381469727,20,230528
2890,2026-09-25 10:31:41,45.150001525878906,44.54999923706055,45.400001525878906,44.54999923706055,8198596
4967,2026-09-25 10:31:41,272.5,271,273,268,1012328
2637,2026-09-25 10:31:41,100.5,100,101,98.5999984741211,1625641
3441,2026-09-25 10:31:41,181,176,181,175,522181
1569,2026-09-25 10:31:41,64.69999694824219,63.79999923706055,68,62.599998474121094,7199868
6885,2026-09-25 10:31:41,31.149999618530273,30.149999618530273,31.700000762939453,29.899999618530273,1180896
3532,2026-09-25 10:31:41,452.5,445,453,437,4181564
1709,2026-09-25 10:31:41,43.5,45.849998474121094,46.45000076293945,43.5,43952629
2897,2026-09-25 10:31:41,11.050000190734863,11.149999618530273,11.149999618530273,11,2528995
0055,2026-09-25 10:31:41,49.540000915527344,49.86000061035156,49.86000061035156,49.400001525878906,570120
2905,2026-09-25 10:31:41,18.299999237060547,18.75,18.75,18.299999237060547,1075649
5340,2026-09-25 10:31:41,81.30000305175781,81,82,81,666761
3406,2026-09-25 10:31:41,901,901,911,885,2626803
6224,2026-09-25 10:31:41,82.19999694824219,81.5999984741211,84.5999984741211,81.19999694824219,791113
6133,2026-09-25 10:31:41,25.950000762939453,26,26.75,25.899999618530273,2133016
6416,2026-09-25 10:31:41,116.5,116,117,115,237980
8996,2026-09-25 10:31:41,1530,1555,1560,1480,2585133
4576,2026-09-25 10:31:41,225,223.5,225,219,730837
2889,2026-09-25 10:31:41,16.549999237060547,16.850000381469727,16.850000381469727,16.5,9069322
2887,2026-09-25 10:31:41,42.5,42.54999923706055,43,42.29999923706055,17382024
3044,2026-09-25 10:31:41,538,537,543,533,1180313
2617,2026-09-25 10:31:41,32.79999923706055,32.75,33,32.54999923706055,522495
1609,2026-09-25 10:31:41,37.849998474121094,38,38,37.400001525878906,1508576
2351,2026-09-25 10:31:41,219.5,224,227,217,4900732
0056,2026-09-25 10:31:41,56.650001525878906,56.349998474121094,56.650001525878906,56,20950801
6168,2026-09-25 10:31:41,44,41.5,44,41.099998474121094,6868599
0050,2026-09-25 10:31:41,112.4000015258789,112,112.44999694824219,111.75,66748067
3354,2026-09-25 10:31:41,30,28.049999237060547,30.149999618530273,28,1946867
3491,2026-09-25 10:31:41,1555,1545,1565,1520,816541
2845,2026-09-25 10:31:41,13.300000190734863,13.350000381469727,13.350000381469727,13.25,3885837
6214,2026-09-25 10:31:41,190.5,190,191.5,189,2387625
2612,2026-09-25 10:31:41,62.20000076293945,62,62.79999923706055,61.400001525878906,209996
1712,2026-09-25 10:31:41,39.849998474121094,39.95000076293945,40.099998474121094,39.849998474121094,294706
